pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist
Kepler-1534 b,Kepler-1534,Transit,2016,5.7167,1.89,nan,nan,5442.0,nan
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442,2.55,nan,nan,6021.0,897.733
Kepler-1536 b,Kepler-1536,Transit,2016,364.758,3.14,nan,nan,4434.0,387.248
Kepler-1537 b,Kepler-1537,Transit,2016,1.4445,1.18,nan,nan,5079.0,517.292
Kepler-1538 b,Kepler-1538,Transit,2016,175.1388,2.82,nan,nan,5837.0,1125.3
Kepler-1539 b,Kepler-1539,Transit,2016,133.3037,2.7,nan,nan,5176.0,748.326
Kepler-154 d,Kepler-154,Transit,2016,20.5498,3.84,nan,nan,5769.0,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.9328,1.5,nan,nan,5769.0,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.9194,1.5,nan,nan,5769.0,915.212
Kepler-1540 b,Kepler-1540,Transit,2016,125.4131,2.49,nan,nan,4540.0,244.96
Kepler-1541 b,Kepler-1541,Transit,2016,8.4069,1.16,nan,nan,5282.0,416.692
Kepler-1542 b,Kepler-1542,Transit,2016,3.9512,0.76,nan,nan,5564.0,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.8922,0.65,nan,nan,5564.0,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.9927,0.87,nan,nan,5564.0,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.1012,0.76,nan,nan,5564.0,399.114
Kepler-1543 b,Kepler-1543,Transit,2016,6.9671,2.71,nan,nan,6561.0,921.784
Kepler-1544 b,Kepler-1544,Transit,2016,168.8112,1.78,nan,nan,4886.0,335.09
Kepler-1545 b,Kepler-1545,Transit,2016,163.6923,2.7,nan,nan,5201.0,729.964
Kepler-1546 b,Kepler-1546,Transit,2016,19.5975,3.13,nan,nan,5623.0,931.956
Kepler-1547 b,Kepler-1547,Transit,2016,0.693,0.9,nan,nan,6078.0,674.695
Kepler-1548 b,Kepler-1548,Transit,2016,124.8287,2.64,nan,nan,5706.0,872.279
Kepler-1549 b,Kepler-1549,Transit,2016,214.8865,2.57,nan,nan,5324.0,803.052
Kepler-1550 b,Kepler-1550,Transit,2016,225.5828,3.02,nan,nan,5991.0,1179.01
Kepler-1551 b,Kepler-1551,Transit,2016,24.4974,2.66,nan,nan,6136.0,1463.72
Kepler-1552 b,Kepler-1552,Transit,2016,184.7719,2.47,nan,nan,5202.0,769.096
Kepler-1553 b,Kepler-1553,Transit,2016,4.2426,1.15,nan,nan,5288.0,692.594
Kepler-1554 b,Kepler-1554,Transit,2016,198.0888,2.9,nan,nan,5297.0,946.847
Kepler-1555 b,Kepler-1555,Transit,2016,8.105,1.61,nan,nan,5866.0,2013.27
Kepler-1556 b,Kepler-1556,Transit,2016,8.8271,1.96,nan,nan,5608.0,944.54
Kepler-1557 b,Kepler-1557,Transit,2016,3.7403,1.53,nan,nan,6099.0,1380.16
Kepler-1558 b,Kepler-1558,Transit,2016,3.5047,0.68,nan,nan,5101.0,325.737
Kepler-1559 b,Kepler-1559,Transit,2016,0.9719,0.72,nan,nan,5316.0,614.827
Kepler-1560 b,Kepler-1560,Transit,2016,3.032,0.89,nan,nan,5815.0,502.497
Kepler-1561 b,Kepler-1561,Transit,2016,1.0052,1.09,nan,nan,5957.0,839.076
Kepler-1562 b,Kepler-1562,Transit,2016,64.2738,3.55,nan,nan,5760.0,2060.72
Kepler-1563 b,Kepler-1563,Transit,2016,3.4328,0.75,nan,nan,5765.0,616.697
Kepler-1564 b,Kepler-1564,Transit,2016,18.054,1.47,nan,nan,5528.0,908.805
Kepler-1565 b,Kepler-1565,Transit,2016,1.5382,1.19,nan,nan,4940.0,629.93
Kepler-1566 b,Kepler-1566,Transit,2016,0.5399,0.79,nan,nan,5254.0,466.586
Kepler-1567 b,Kepler-1567,Transit,2016,153.9796,2.73,nan,nan,5655.0,1206.11
Kepler-1568 b,Kepler-1568,Transit,2016,20.9254,1.3,nan,nan,5956.0,916.313
Kepler-1569 b,Kepler-1569,Transit,2016,5.7918,1.68,nan,nan,6319.0,945.454
Kepler-157 d,Kepler-157,Transit,2016,7.0257,1.46,nan,nan,5866.0,773.713
Kepler-1570 b,Kepler-1570,Transit,2016,26.549,1.07,nan,nan,5550.0,918.995
Kepler-1571 b,Kepler-1571,Transit,2016,3.3856,1.52,nan,nan,6297.0,675.303
Kepler-1572 b,Kepler-1572,Transit,2016,5.4955,0.94,nan,nan,5618.0,946.602
Kepler-1573 b,Kepler-1573,Transit,2016,2.6158,1.2,nan,nan,5808.0,1455.36
Kepler-1574 b,Kepler-1574,Transit,2016,6.9424,1.29,nan,nan,5892.0,1384.16
Kepler-1575 b,Kepler-1575,Transit,2016,2.5531,1.31,nan,nan,5667.0,1246.92
Kepler-1576 b,Kepler-1576,Transit,2016,6.9847,1.04,nan,nan,5876.0,460.91
Kepler-1577 b,Kepler-1577,Transit,2016,6.3056,1.13,nan,nan,4862.0,510.029
Kepler-1578 b,Kepler-1578,Transit,2016,1.4509,1.04,nan,nan,5545.0,1064.05
Kepler-1579 b,Kepler-1579,Transit,2016,0.8499,0.84,nan,nan,4584.0,nan
Kepler-1580 b,Kepler-1580,Transit,2016,56.6449,2.11,nan,nan,6228.0,1002.02
Kepler-1581 b,Kepler-1581,Transit,2016,6.2839,0.8,nan,nan,6022.0,493.175
Kepler-1582 b,Kepler-1582,Transit,2016,4.8382,1.49,nan,nan,3208.0,78.891
Kepler-1583 b,Kepler-1583,Transit,2016,9.3281,0.6,nan,nan,5645.0,403.933
Kepler-1584 b,Kepler-1584,Transit,2016,13.3997,1.61,nan,nan,6069.0,1416.31
Kepler-1585 b,Kepler-1585,Transit,2016,3.5827,1.79,nan,nan,5538.0,944.465
Kepler-1586 b,Kepler-1586,Transit,2016,15.6049,1.52,nan,nan,6681.0,552.55
Kepler-1587 b,Kepler-1587,Transit,2016,9.406,1.33,nan,nan,5933.0,1026.48
Kepler-1588 b,Kepler-1588,Transit,2016,7.8493,0.76,nan,nan,5817.0,924.141
Kepler-1589 b,Kepler-1589,Transit,2016,0.9917,1.09,nan,nan,6166.0,1513.14
Kepler-1590 b,Kepler-1590,Transit,2016,7.6176,1.14,nan,nan,6053.0,771.152
Kepler-1591 b,Kepler-1591,Transit,2016,8.185,1.27,nan,nan,6082.0,1419.58
Kepler-1592 b,Kepler-1592,Transit,2016,3.0571,1.54,nan,nan,6213.0,1639.47
Kepler-1593 b,Kepler-1593,Transit,2016,174.5098,3.17,nan,nan,4995.0,638.249
Kepler-1594 b,Kepler-1594,Transit,2016,2.716,1.06,nan,nan,5946.0,976.868
Kepler-1595 b,Kepler-1595,Transit,2016,4.5638,1.23,nan,nan,5203.0,845.022
Kepler-1596 b,Kepler-1596,Transit,2016,66.3734,1.9,nan,nan,5706.0,2146.23
Kepler-1597 b,Kepler-1597,Transit,2016,2.9465,1.06,nan,nan,6377.0,1221.05
Kepler-1598 b,Kepler-1598,Transit,2016,4.342,0.95,nan,nan,5940.0,619.862
Kepler-1599 b,Kepler-1599,Transit,2016,122.3636,1.62,nan,nan,5767.0,1328.2
Kepler-1600 b,Kepler-1600,Transit,2016,386.3705,3.13,nan,nan,5214.0,1030.81
Kepler-1601 b,Kepler-1601,Transit,2016,2.2092,0.82,nan,nan,5869.0,644.456
Kepler-1602 b,Kepler-1602,Transit,2016,11.1793,1.34,nan,nan,6296.0,629.804
Kepler-1603 b,Kepler-1603,Transit,2016,2.2716,1.29,nan,nan,6241.0,2712.58
Kepler-1604 b,Kepler-1604,Transit,2016,0.6837,1.41,nan,nan,4976.0,541.189
Kepler-1605 b,Kepler-1605,Transit,2016,85.7565,1.08,nan,nan,5280.0,546.23
Kepler-1606 b,Kepler-1606,Transit,2016,196.4352,2.07,nan,nan,5422.0,831.287
Kepler-1607 b,Kepler-1607,Transit,2016,13.6474,0.92,nan,nan,6116.0,1286.1
Kepler-1608 b,Kepler-1608,Transit,2016,16.4736,1.73,nan,nan,4992.0,nan
Kepler-1609 b,Kepler-1609,Transit,2016,114.3422,2.22,nan,nan,6132.0,1826.04
Kepler-1610 b,Kepler-1610,Transit,2016,8.7018,1.61,nan,nan,5383.0,864.331
Kepler-1611 b,Kepler-1611,Transit,2016,5.1762,0.81,nan,nan,5605.0,908.444
Kepler-1612 b,Kepler-1612,Transit,2016,3.918,1.03,nan,nan,5643.0,764.726
Kepler-1613 b,Kepler-1613,Transit,2016,1.5184,2.08,nan,nan,6005.0,1508.33
Kepler-1614 b,Kepler-1614,Transit,2016,3.9466,1.49,nan,nan,5121.0,1191.19
Kepler-1615 b,Kepler-1615,Transit,2016,47.3126,2.06,nan,nan,5865.0,1393.83
Kepler-1616 b,Kepler-1616,Transit,2016,6.7628,1.02,nan,nan,6266.0,1137.81
Kepler-1617 b,Kepler-1617,Transit,2016,27.4786,1.2,nan,nan,6167.0,898.31
Kepler-1618 b,Kepler-1618,Transit,2016,6.1083,1.26,nan,nan,6620.0,1229.25
Kepler-1619 b,Kepler-1619,Transit,2016,23.6226,0.76,nan,nan,5852.0,734.85
Kepler-1620 b,Kepler-1620,Transit,2016,101.9518,1.61,nan,nan,6157.0,895.069
Kepler-1621 b,Kepler-1621,Transit,2016,92.2637,2.16,nan,nan,6158.0,1631.66
Kepler-1622 b,Kepler-1622,Transit,2016,10.8119,1.47,nan,nan,6436.0,796.477
Kepler-1623 b,Kepler-1623,Transit,2016,4.3613,1.31,nan,nan,5772.0,837.481
Kepler-1624 b,Kepler-1624,Transit,2016,3.2903,6.59,nan,nan,3768.0,258.979
Kepler-1625 b,Kepler-1625,Transit,2016,287.3789,6.06,nan,nan,5677.0,2310.11
Kepler-1626 b,Kepler-1626,Transit,2016,4.1396,2.02,nan,nan,6826.0,1368.83
Kepler-1627 b,Kepler-1627,Transit,2016,7.2028,3.69,nan,nan,5445.0,317.437
Kepler-1628 b,Kepler-1628,Transit,2016,76.378,6.43,nan,nan,3724.0,nan
Kepler-1629 b,Kepler-1629,Transit,2016,3.876,0.77,nan,nan,5776.0,336.09
Kepler-1630 b,Kepler-1630,Transit,2016,509.9974,2.19,nan,nan,4736.0,331.213
Kepler-1631 b,Kepler-1631,Transit,2016,4.0951,1.35,nan,nan,5679.0,1305.99
Kepler-1632 b,Kepler-1632,Transit,2016,448.3036,2.47,nan,nan,6137.0,716.76
Kepler-1633 b,Kepler-1633,Transit,2016,186.4043,1.58,nan,nan,6256.0,1114.91
Kepler-1634 b,Kepler-1634,Transit,2016,374.8762,3.19,nan,nan,5474.0,617.339
Kepler-1635 b,Kepler-1635,Transit,2016,469.6311,3.64,nan,nan,5347.0,1069.45
Kepler-1636 b,Kepler-1636,Transit,2016,425.4778,3.23,nan,nan,5797.0,1947.54
Kepler-1637 b,Kepler-1637,Transit,2016,6.1096,0.89,nan,nan,5789.0,567.187
Kepler-1638 b,Kepler-1638,Transit,2016,259.3368,1.87,nan,nan,5710.0,1525.52
Kepler-1639 b,Kepler-1639,Transit,2016,9.8785,2.58,nan,nan,6150.0,1031.31
Kepler-1640 b,Kepler-1640,Transit,2016,7.5844,4.82,nan,nan,6324.0,1859.78
Kepler-1641 b,Kepler-1641,Transit,2016,19.6723,3.11,nan,nan,6152.0,860.37
Kepler-1641 c,Kepler-1641,Transit,2016,32.6572,2.95,nan,nan,6152.0,860.37
Kepler-1642 b,Kepler-1642,Transit,2016,12.2058,3.2,nan,nan,5355.0,413.873
Kepler-1642 c,Kepler-1642,Transit,2016,6.6514,2.66,nan,nan,5355.0,413.873
Kepler-1643 b,Kepler-1643,Transit,2016,5.3427,2.32,nan,nan,4916.0,341.774
Kepler-1644 b,Kepler-1644,Transit,2016,21.0908,1.88,nan,nan,5499.0,629.27
Kepler-1645 b,Kepler-1645,Transit,2016,16.178,1.78,nan,nan,5812.0,1202.47
Kepler-1646 b,Kepler-1646,Transit,2016,4.4856,1.23,nan,nan,3299.0,127.591
Kepler-1647 b,Kepler-1647,Transit,2016,1107.5923,11.874,483.0,nan,6210.0,1212.45
Kepler-166 d,Kepler-166,Transit,2016,1.554,1.73,nan,nan,5350.0,603.53
Kepler-167 d,Kepler-167,Transit,2016,21.8038,1.238,nan,538.0,4884.0,341.908
Kepler-167 e,Kepler-167,Transit,2016,1071.232,10.16,321.007,134.4,4884.0,341.908
Kepler-176 e,Kepler-176,Transit,2016,51.1658,1.45,nan,nan,5295.0,527.321
Kepler-191 d,Kepler-191,Transit,2016,5.945,2.28,nan,nan,5215.0,594.464
Kepler-192 d,Kepler-192,Transit,2016,6.4703,1.02,nan,nan,5487.0,651.674
Kepler-198 d,Kepler-198,Transit,2016,1.3118,1.53,nan,nan,5636.0,495.358
Kepler-20 g,Kepler-20,Radial Velocity,2016,34.94,nan,19.96,524.0,5495.0,282.563
Kepler-217 d,Kepler-217,Transit,2016,3.8869,1.32,nan,nan,6341.0,1104.64
Kepler-218 d,Kepler-218,Transit,2016,124.5245,2.66,nan,nan,5542.0,656.38
Kepler-245 e,Kepler-245,Transit,2016,3.2198,1.75,nan,nan,5174.0,861.527
Kepler-255 d,Kepler-255,Transit,2016,1.0456,1.32,nan,nan,5431.0,1052.53
Kepler-271 d,Kepler-271,Transit,2016,5.2497,0.66,nan,nan,5555.0,404.542
Kepler-304 e,Kepler-304,Transit,2016,1.4991,1.2,nan,nan,4817.0,434.684
Kepler-342 e,Kepler-342,Transit,2016,1.6442,0.88,nan,nan,6366.0,781.611
Kepler-351 d,Kepler-351,Transit,2016,142.5442,2.72,nan,nan,5225.0,1083.91
Kepler-398 d,Kepler-398,Transit,2016,6.8344,0.88,nan,nan,4557.0,177.355
Kepler-401 d,Kepler-401,Transit,2016,184.2564,2.27,nan,nan,6184.0,965.56
Kepler-403 d,Kepler-403,Transit,2016,13.6116,1.42,nan,nan,6209.0,840.269
Kepler-436 c,Kepler-436,Transit,2016,16.7971,2.33,nan,nan,4685.0,588.867
Kepler-458 c,KIC 9663113,Transit,2016,20.7403,4.2,nan,nan,6117.2,1594.74
Kepler-460 c,KIC 5437945,Transit,2016,220.1303,5.52,nan,nan,6146.0,1274.01
Kepler-461 b,Kepler-461,Transit,2016,8.3138,2.58,nan,nan,5634.0,692.158
Kepler-462 b,Kepler-462,Transit,2016,84.6866,3.0,53.9,nan,7500.0,596.625
Kepler-463 b,Kepler-463,Transit,2016,8.981,3.05,nan,nan,5661.0,394.804
Kepler-464 b,Kepler-464,Transit,2016,7.257,3.3,nan,nan,5933.0,667.604
Kepler-465 b,Kepler-465,Transit,2016,9.9407,2.95,nan,nan,6310.0,553.077
Kepler-466 b,Kepler-466,Transit,2016,51.0793,2.85,nan,nan,5927.0,530.122
Kepler-466 c,Kepler-466,Transit,2016,3.7092,1.25,nan,nan,5927.0,530.122
Kepler-467 b,Kepler-467,Transit,2016,24.9932,2.25,nan,nan,5809.0,466.265
Kepler-468 b,Kepler-468,Transit,2016,38.4788,13.34,nan,nan,5498.0,442.871
Kepler-471 b,Kepler-471,Transit,2016,5.0142,14.96,nan,nan,6733.0,1249.41
Kepler-472 b,Kepler-472,Transit,2016,4.1763,3.22,nan,nan,4996.0,306.602
Kepler-473 b,Kepler-473,Transit,2016,14.5573,4.08,nan,nan,5816.0,905.937
Kepler-474 b,Kepler-474,Transit,2016,5.6607,3.06,nan,nan,5785.0,841.496
Kepler-475 b,Kepler-475,Transit,2016,3.1055,2.49,nan,nan,5009.0,280.069
Kepler-476 b,Kepler-476,Transit,2016,14.0064,3.08,nan,nan,5837.0,813.535
Kepler-477 b,Kepler-477,Transit,2016,11.1199,2.07,nan,nan,5240.0,nan
Kepler-478 b,Kepler-478,Transit,2016,13.2218,2.71,nan,nan,5210.0,nan
Kepler-479 b,Kepler-479,Transit,2016,12.4934,2.12,nan,nan,5247.0,344.901
Kepler-480 b,Kepler-480,Transit,2016,4.9196,2.78,nan,nan,6322.0,847.508
Kepler-481 b,Kepler-481,Transit,2016,10.0608,2.5,nan,nan,5802.0,813.724
Kepler-482 b,Kepler-482,Transit,2016,56.3542,2.36,nan,nan,4871.0,313.068
Kepler-483 b,Kepler-483,Transit,2016,30.2291,3.21,nan,nan,6346.0,860.355
Kepler-484 b,Kepler-484,Transit,2016,10.0456,2.28,nan,nan,5668.0,382.136
Kepler-485 b,Kepler-485,Transit,2016,3.2433,14.41,nan,nan,5958.0,1140.95
Kepler-487 b,Kepler-487,Transit,2016,15.3588,11.42,nan,nan,5444.0,872.343
Kepler-487 c,Kepler-487,Transit,2016,38.652,2.68,nan,nan,5444.0,872.343
Kepler-489 b,Kepler-489,Transit,2016,17.2763,7.72,nan,nan,5014.0,369.645
Kepler-490 b,Kepler-490,Transit,2016,3.2687,11.65,nan,nan,6045.0,1523.0
Kepler-491 b,Kepler-491,Transit,2016,4.2254,8.92,nan,nan,5582.0,630.785
Kepler-493 b,Kepler-493,Transit,2016,3.0039,15.13,nan,nan,6457.0,1745.77
Kepler-495 b,Kepler-495,Transit,2016,3.413,5.23,nan,nan,5346.0,658.924
Kepler-496 b,Kepler-496,Transit,2016,8.3086,2.32,nan,nan,5293.0,605.274
Kepler-497 b,Kepler-497,Transit,2016,3.5732,6.04,nan,nan,5834.0,1291.98
Kepler-498 b,Kepler-498,Transit,2016,9.6138,3.03,nan,nan,5744.0,938.844
Kepler-499 b,Kepler-499,Transit,2016,5.6325,2.17,nan,nan,5312.0,556.726
Kepler-500 b,Kepler-500,Transit,2016,8.5083,2.58,nan,nan,5813.0,807.48
Kepler-501 b,Kepler-501,Transit,2016,5.6407,4.3,nan,nan,5904.0,1125.24
Kepler-502 b,Kepler-502,Transit,2016,4.2869,4.77,nan,nan,6125.0,1591.04
Kepler-504 b,Kepler-504,Transit,2016,9.5493,1.59,nan,nan,3519.0,99.069
Kepler-505 b,Kepler-505,Transit,2016,27.522,2.6,nan,nan,3931.0,283.41
Kepler-506 b,Kepler-506,Transit,2016,6.8834,2.73,nan,nan,6236.0,228.439
Kepler-507 b,Kepler-507,Transit,2016,3.5681,1.3,nan,nan,6113.0,391.644
Kepler-508 b,Kepler-508,Transit,2016,25.3089,1.64,nan,nan,6025.0,324.618
Kepler-509 b,Kepler-509,Transit,2016,41.746,2.49,nan,nan,6060.0,332.443
Kepler-510 b,Kepler-510,Transit,2016,19.5566,2.47,nan,nan,5746.0,386.177
Kepler-511 b,Kepler-511,Transit,2016,296.6379,6.35,nan,nan,5770.0,651.999
Kepler-512 b,Kepler-512,Transit,2016,34.4359,2.69,nan,nan,5997.0,467.375
Kepler-513 b,Kepler-513,Transit,2016,28.8624,2.2,nan,nan,5849.0,468.258
Kepler-514 b,Kepler-514,Transit,2016,5.6518,1.72,nan,nan,6106.0,455.336
Kepler-515 b,Kepler-515,Transit,2016,19.9637,1.46,nan,nan,5293.0,nan
Kepler-516 b,Kepler-516,Transit,2016,24.8546,5.74,nan,nan,7099.0,687.094
Kepler-517 b,Kepler-517,Transit,2016,60.9283,2.67,nan,nan,5690.0,289.907
Kepler-518 b,Kepler-518,Transit,2016,8.512,2.11,nan,nan,5842.0,337.901
Kepler-519 b,Kepler-519,Transit,2016,24.3079,2.1,nan,nan,5260.0,246.61
Kepler-520 b,Kepler-520,Transit,2016,19.6742,1.66,nan,nan,6112.0,623.901
Kepler-520 c,Kepler-520,Transit,2016,5.211,1.07,nan,nan,6112.0,623.901
Kepler-521 b,Kepler-521,Transit,2016,22.2081,3.18,nan,nan,6406.0,830.638
Kepler-522 b,Kepler-522,Transit,2016,38.5842,6.91,nan,nan,6392.0,639.239
Kepler-523 b,Kepler-523,Transit,2016,5.836,1.96,nan,nan,5515.0,253.295
Kepler-524 b,Kepler-524,Transit,2016,7.9742,1.91,nan,nan,6014.0,1058.24
Kepler-524 c,Kepler-524,Transit,2016,1.889,0.96,nan,nan,6014.0,1058.24
Kepler-525 b,Kepler-525,Transit,2016,18.684,2.63,nan,nan,5573.0,992.852
Kepler-526 b,Kepler-526,Transit,2016,5.4585,1.99,nan,nan,5894.0,666.146
Kepler-527 b,Kepler-527,Transit,2016,13.2854,2.84,nan,nan,6388.0,750.04
Kepler-528 b,Kepler-528,Transit,2016,19.783,2.08,nan,nan,5807.0,784.23
Kepler-529 b,Kepler-529,Transit,2016,1.9804,1.86,nan,nan,6087.0,799.008
Kepler-529 c,Kepler-529,Transit,2016,12.8345,2.0,nan,nan,6087.0,799.008
Kepler-530 b,Kepler-530,Transit,2016,39.3094,3.01,nan,nan,5697.0,457.709
Kepler-531 b,Kepler-531,Transit,2016,29.8849,2.78,nan,nan,4893.0,252.762
Kepler-532 b,Kepler-532,Transit,2016,12.9249,2.57,nan,nan,5192.0,312.798
Kepler-533 b,Kepler-533,Transit,2016,28.5112,3.38,nan,nan,4758.0,302.955
Kepler-534 b,Kepler-534,Transit,2016,15.9599,2.24,nan,nan,5884.0,570.659
Kepler-535 b,Kepler-535,Transit,2016,4.9033,2.36,nan,nan,6123.0,685.599
Kepler-536 b,Kepler-536,Transit,2016,1.8271,3.1,nan,nan,5524.0,462.322
Kepler-537 b,Kepler-537,Transit,2016,3.2476,1.41,nan,nan,5763.0,439.4
Kepler-538 b,Kepler-538,Transit,2016,81.7378,2.215,12.9,417.0,5534.0,155.956
Kepler-539 b,Kepler-539,Transit,2016,125.6324,8.373,308.295,387.6,5820.0,307.318
Kepler-539 c,Kepler-539,Transit Timing Variations,2016,1000.0,nan,762.792,253.0,5820.0,307.318
Kepler-540 b,Kepler-540,Transit,2016,172.705,2.71,nan,nan,5946.0,390.374
Kepler-541 b,Kepler-541,Transit,2016,5.0801,3.36,nan,nan,6166.0,1060.68
Kepler-542 b,Kepler-542,Transit,2016,13.145,1.57,nan,nan,5526.0,436.016
Kepler-543 b,Kepler-543,Transit,2016,13.8996,2.5,nan,nan,4671.0,221.802
Kepler-544 b,Kepler-544,Transit,2016,21.4162,2.12,nan,nan,6206.0,963.18
Kepler-545 b,Kepler-545,Transit,2016,13.2493,2.69,nan,nan,5882.0,818.001
Kepler-546 b,Kepler-546,Transit,2016,4.147,7.0,nan,nan,5967.0,1019.65
Kepler-547 b,Kepler-547,Transit,2016,6.0104,4.0,nan,nan,4828.0,378.972
Kepler-548 b,Kepler-548,Transit,2016,4.4542,11.99,nan,nan,5535.0,751.776
Kepler-549 b,Kepler-549,Transit,2016,42.9496,2.57,nan,nan,5360.0,635.145
Kepler-549 c,Kepler-549,Transit,2016,117.0405,2.93,nan,nan,5360.0,635.145
Kepler-550 b,Kepler-550,Transit,2016,8.6001,4.42,nan,nan,5322.0,531.944
Kepler-551 b,Kepler-551,Transit,2016,12.3765,2.73,nan,nan,4286.0,311.175
Kepler-552 b,Kepler-552,Transit,2016,5.2634,3.95,nan,nan,5863.0,843.689
Kepler-553 b,Kepler-553,Transit,2016,4.0305,4.741,116.007,1089.0,5191.0,728.525
Kepler-553 c,Kepler-553,Transit,2016,328.2402,11.579,2129.45,251.0,5191.0,728.525
Kepler-554 b,Kepler-554,Transit,2016,1.9022,4.29,nan,nan,5447.0,690.525
Kepler-555 b,Kepler-555,Transit,2016,16.2178,2.83,nan,nan,5894.0,973.121
Kepler-556 b,Kepler-556,Transit,2016,11.7229,2.24,nan,nan,5740.0,674.598
Kepler-557 b,Kepler-557,Transit,2016,3.706,2.67,nan,nan,6068.0,2097.12
Kepler-558 b,Kepler-558,Transit,2016,29.0079,2.37,nan,nan,5242.0,661.876
Kepler-559 b,Kepler-559,Transit,2016,17.5875,3.61,nan,nan,5630.0,776.708
Kepler-56 d,Kepler-56,Radial Velocity,2016,1002.0,nan,1784.0,nan,4819.4,912.994
Kepler-560 b,Kepler-560,Transit,2016,18.4776,1.72,nan,nan,3556.0,109.308
Kepler-561 b,Kepler-561,Transit,2016,58.362,6.96,nan,nan,5646.0,621.378
Kepler-561 c,Kepler-561,Transit,2016,5.3502,2.68,nan,nan,5646.0,621.378
Kepler-562 b,Kepler-562,Transit,2016,18.0093,5.21,nan,nan,5575.0,992.769
Kepler-563 b,Kepler-563,Transit,2016,22.1843,3.09,nan,nan,5066.0,565.207
Kepler-564 b,Kepler-564,Transit,2016,3.7508,4.63,nan,nan,5626.0,863.037
Kepler-565 b,Kepler-565,Transit,2016,4.2437,3.64,nan,nan,5735.0,nan
Kepler-566 b,Kepler-566,Transit,2016,18.4279,2.15,nan,nan,5132.0,564.277
Kepler-567 b,Kepler-567,Transit,2016,16.543,2.25,nan,nan,5148.0,558.81
Kepler-568 b,Kepler-568,Transit,2016,11.0235,2.26,nan,nan,3768.0,130.645
Kepler-569 b,Kepler-569,Transit,2016,34.1889,3.16,nan,nan,5616.0,638.301
Kepler-570 b,Kepler-570,Transit,2016,4.3017,2.45,nan,nan,5496.0,568.148
Kepler-571 b,Kepler-571,Transit,2016,4.7986,2.64,nan,nan,5527.0,723.875
Kepler-572 b,Kepler-572,Transit,2016,17.2052,2.58,nan,nan,5212.0,504.667
Kepler-573 b,Kepler-573,Transit,2016,22.1833,2.79,nan,nan,5746.0,771.471
Kepler-574 b,Kepler-574,Transit,2016,7.6588,2.39,nan,nan,5612.0,682.896
Kepler-575 b,Kepler-575,Transit,2016,9.3789,2.39,nan,nan,5710.0,853.977
Kepler-576 b,Kepler-576,Transit,2016,29.9114,3.27,nan,nan,5672.0,617.55
Kepler-577 b,Kepler-577,Transit,2016,25.6958,2.55,nan,nan,4984.0,524.247
Kepler-578 b,Kepler-578,Transit,2016,1.6169,2.0,nan,nan,5334.0,541.432
Kepler-579 b,Kepler-579,Transit,2016,9.6686,2.0,nan,nan,5636.0,530.765
Kepler-580 b,Kepler-580,Transit,2016,8.2224,2.57,nan,nan,4298.0,323.899
Kepler-581 b,Kepler-581,Transit,2016,40.607,2.63,nan,nan,5772.0,703.758
Kepler-582 b,Kepler-582,Transit,2016,18.4924,3.68,nan,nan,5564.0,613.179
Kepler-583 b,Kepler-583,Transit,2016,6.51,2.28,nan,nan,5523.0,867.271
Kepler-584 b,Kepler-584,Transit,2016,35.181,4.21,nan,nan,6195.0,1848.84
Kepler-585 b,Kepler-585,Transit,2016,2.7524,2.83,nan,nan,5593.0,585.187
Kepler-586 b,Kepler-586,Transit,2016,2.1047,2.79,nan,nan,5575.0,693.766
Kepler-587 b,Kepler-587,Transit,2016,10.9403,2.23,nan,nan,5549.0,787.894
Kepler-588 b,Kepler-588,Transit,2016,4.2216,2.63,nan,nan,5835.0,1209.4
Kepler-589 b,Kepler-589,Transit,2016,16.5496,2.27,nan,nan,5296.0,612.803
Kepler-590 b,Kepler-590,Transit,2016,5.853,4.02,nan,nan,6000.0,1421.81
Kepler-591 b,Kepler-591,Transit,2016,81.1694,3.39,nan,nan,5677.0,785.137
Kepler-592 b,Kepler-592,Transit,2016,2.8202,2.39,nan,nan,5913.0,1153.13
Kepler-593 b,Kepler-593,Transit,2016,21.2171,2.87,nan,nan,5967.0,973.76
Kepler-594 b,Kepler-594,Transit,2016,13.6462,2.18,nan,nan,5485.0,769.2
Kepler-596 b,Kepler-596,Transit,2016,21.3002,3.46,nan,nan,6267.0,1023.85
Kepler-597 b,Kepler-597,Transit,2016,13.0237,2.37,nan,nan,5683.0,663.418
Kepler-598 b,Kepler-598,Transit,2016,3.7018,1.5,nan,nan,5307.0,681.086
Kepler-599 b,Kepler-599,Transit,2016,15.6556,2.84,nan,nan,5127.0,558.517
Kepler-600 b,Kepler-600,Transit,2016,23.6752,2.9,nan,nan,5279.0,619.723
Kepler-601 b,Kepler-601,Transit,2016,5.3789,1.9,nan,nan,5160.0,414.825
Kepler-602 b,Kepler-602,Transit,2016,15.2847,2.09,nan,nan,6062.0,1159.31
Kepler-603 b,Kepler-603,Transit,2016,21.0536,2.65,nan,nan,5808.0,1539.63
